line_id,order_id,book_id,price
1,1,7275,13.43
2,2,9659,14.62
3,3,2064,16.91
4,4,6797,6.77
5,5,9156,1.61
6,6,794,1.75
7,7,1641,14.16
8,8,3878,4.8
9,9,2448,14.19
10,10,10689,14.5
11,11,8281,1.84
12,12,8853,11.13
13,13,2401,15.98
14,14,1740,16.77
15,15,1732,11.68
16,16,414,15.05
17,17,10184,19.09
18,18,10979,19.38
19,19,9727,5.43
20,20,5577,7.14
21,21,9193,11.42
22,22,8062,14.18
23,23,9881,3.28
24,24,2347,5.58
25,25,10305,8.01
26,26,8732,17.86
27,27,7543,12.72
28,28,10956,11.59
29,29,1398,10.32
30,30,7810,10.22
31,31,8939,16.97
32,32,948,17.34
33,33,3094,17.47
34,34,7355,12.78
35,35,9764,12.57
36,36,3337,4.27
37,37,1091,0.71
38,38,4929,3.33
39,39,759,1.0
40,40,5082,5.06
41,41,5674,19.42
42,42,470,5.89
43,43,7284,16.19
44,44,7636,1.83
45,45,9829,13.16
46,46,8891,19.1
47,47,7709,8.13
48,48,4328,14.94
49,49,9710,19.23
50,50,6395,3.47
51,51,3622,7.32
52,52,6742,2.95
53,53,9194,0.91
54,54,757,0.14
55,55,7457,9.67
56,56,2611,16.69
57,57,8633,11.76
58,58,10205,12.09
59,59,9165,12.75
60,60,5430,11.13
61,61,10294,14.63
62,62,2778,10.09
63,63,8462,13.22
64,64,9571,13.28
65,65,825,13.41
66,66,9892,7.69
67,67,10620,0.56
68,68,6322,4.16
69,69,9309,18.41
70,70,8822,19.82
71,71,3287,2.98
72,72,9321,18.46
73,73,9757,18.99
74,74,10256,8.63
75,75,8771,13.53
76,76,3042,0.59
77,77,6939,10.31
78,78,3946,5.64
79,79,5305,6.96
80,80,4908,4.22
81,81,1111,3.35
82,82,8758,6.82
83,83,10513,14.35
84,84,8876,16.3
85,85,8969,15.78
86,86,163,3.54
87,87,3581,12.96
88,88,3238,7.83
89,89,8601,1.26
90,90,1730,5.66
91,91,8004,14.87
92,92,5075,4.94
93,93,5664,11.9
94,94,8467,4.78
95,95,1448,16.14
96,96,1343,0.77
97,97,1755,16.53
98,98,4696,2.6
99,99,2826,1.2
100,100,9569,9.08
101,101,2871,3.89
102,102,367,6.25
103,103,4980,0.82
104,104,9312,8.49
105,105,4379,15.16
106,106,4623,7.15
107,107,7816,15.55
108,108,417,13.62
109,109,3562,2.66
110,110,2911,17.19
111,111,5718,3.57
112,112,2096,10.26
113,113,8989,11.99
114,114,2476,15.29
115,115,1544,13.84
116,116,7896,19.22
117,117,10740,17.34
118,118,7840,11.41
119,119,8906,4.93
120,120,5042,13.12
121,121,2184,5.35
122,122,1289,11.17
123,123,4279,0.53
124,124,37,2.19
125,125,4001,15.78
126,126,10244,0.27
127,127,8183,0.37
128,128,769,16.65
129,129,6744,8.14
130,130,6275,18.74
131,131,10720,14.21
132,132,2197,5.09
133,133,9261,2.38
134,134,1668,1.7
135,135,7808,10.72
136,136,10482,13.06
137,137,3989,12.79
138,138,2019,7.71
139,139,3473,5.58
140,140,6444,4.83
141,141,4004,0.39
142,142,273,1.75
143,143,7446,2.43
144,144,6916,8.84
145,145,3112,16.94
146,146,9457,13.53
147,147,10201,9.31
148,148,5455,11.67
149,149,955,2.49
150,150,343,0.86
151,151,3198,13.48
152,152,6687,5.88
153,153,1454,19.67
154,154,9076,4.51
155,155,10102,6.02
156,156,1334,12.22
157,157,1936,15.68
158,158,537,6.7
159,159,3475,13.84
160,160,1526,14.49
161,161,1204,12.33
162,162,6266,15.46
163,163,834,19.5
164,164,1110,11.09
165,165,3826,3.71
166,166,6357,2.07
167,167,5114,1.79
168,168,8602,5.58
169,169,5123,9.01
170,170,4306,18.51
171,171,250,15.51
172,172,4540,1.75
173,173,823,18.31
174,174,9339,4.22
175,175,7333,1.93
176,176,3500,9.22
177,177,2713,13.34
178,178,7968,15.75
179,179,5601,11.1
180,180,1694,18.03
181,181,3408,5.37
182,182,1158,4.02
183,183,2635,0.6
184,184,4947,2.68
185,185,1995,1.9
186,186,4748,17.76
187,187,6163,17.46
188,188,7295,9.13
189,189,8666,18.62
190,190,8759,14.6
191,191,6477,9.65
192,192,9822,16.55
193,193,10980,9.96
194,194,5939,7.93
195,195,3302,15.31
196,196,2622,16.8
197,197,5182,3.05
198,198,3325,14.27
199,199,10703,10.53
200,200,8163,12.37
201,201,256,4.15
202,202,3887,5.14
203,203,10954,6.59
204,204,7816,17.07
205,205,1230,16.53
206,206,9505,14.24
207,207,10299,2.61
208,208,5586,6.17
209,209,7215,16.01
210,210,8346,16.31
211,211,1028,6.59
212,212,5818,0.6
213,213,3674,4.71
214,214,10996,10.17
215,215,6276,2.21
216,216,4867,9.51
217,217,5962,14.36
218,218,7701,3.53
219,219,266,10.87
220,220,5657,17.17
221,221,9558,0.16
222,222,7021,2.7
223,223,1977,3.51
224,224,5623,9.52
225,225,5400,13.79
226,226,5580,16.72
227,227,8620,9.88
228,228,567,19.35
229,229,10947,9.91
230,230,8692,13.76
231,231,4150,10.38
232,232,10453,6.28
233,233,9108,9.79
234,234,2809,8.62
235,235,6017,16.04
236,236,2734,6.3
237,237,3577,3.97
238,238,8112,17.66
239,239,6748,14.02
240,240,5663,6.77
241,241,10226,4.21
242,242,5810,18.97
243,243,6932,15.73
244,244,3159,8.78
245,245,6381,6.72
246,246,9737,0.7
247,247,9017,17.76
248,248,1057,3.87
249,249,10459,4.81
250,250,5639,5.19
251,251,5713,9.07
252,252,8365,2.2
253,253,6113,3.87
254,254,2393,12.4
255,255,9098,7.84
256,256,530,4.35
257,257,16,5.26
258,258,3751,4.42
259,259,6950,10.31
260,260,10043,3.11
261,261,3049,18.56
262,262,2912,13.16
263,263,1825,9.64
264,264,7408,2.95
265,265,2067,0.77
266,266,4684,9.43
267,267,7985,19.75
268,268,5431,11.56
269,269,8572,8.31
270,270,4877,14.66
271,271,7206,8.67
272,272,966,10.6
273,273,7664,19.29
274,274,1136,2.89
275,275,2885,1.35
276,276,1922,7.57
277,277,7126,6.72
278,278,6672,5.83
279,279,2176,3.8
280,280,8481,0.02
281,281,7739,3.25
282,282,3964,15.58
283,283,209,3.21
284,284,7835,4.82
285,285,7419,14.33
286,286,3384,2.6
287,287,3446,4.85
288,288,9240,9.86
289,289,6437,17.67
290,290,5524,5.22
291,291,376,2.84
292,292,8817,4.5
293,293,8354,2.65
294,294,8221,0.45
295,295,9787,8.42
296,296,9150,17.82
297,297,3708,4.18
298,298,6286,0.95
299,299,1031,0.8
300,300,6432,4.5
301,301,356,2.77
302,302,5073,13.32
303,303,7312,7.37
304,304,9338,2.4
305,305,9803,18.37
306,306,8081,16.77
307,307,6282,1.81
308,308,6543,13.54
309,309,2055,4.58
310,310,4991,6.91
311,311,300,18.48
312,312,2075,11.0
313,313,4821,11.36
314,314,6005,0.98
315,315,8553,2.85
316,316,1030,4.2
317,317,8661,2.58
318,318,4452,10.94
319,319,4733,6.27
320,320,4112,7.85
321,321,10143,14.81
322,322,7932,8.12
323,323,3212,2.11
324,324,1314,14.36
325,325,8932,2.38
326,326,9502,11.08
327,327,464,7.07
328,328,678,11.43
329,329,8667,12.44
330,330,4458,17.28
331,331,2228,10.31
332,332,4574,12.17
333,333,2641,8.06
334,334,4380,16.18
335,335,2932,17.04
336,336,3917,7.31
337,337,677,8.82
338,338,7154,6.78
339,339,7439,1.11
340,340,4606,18.43
341,341,4467,5.54
342,342,5199,11.2
343,343,1243,1.31
344,344,8584,3.44
345,345,10987,19.69
346,346,9234,12.48
347,347,10107,0.37
348,348,4771,19.62
349,349,10312,4.23
350,350,10381,3.42
351,351,871,14.29
352,352,1669,8.12
353,353,2729,1.77
354,354,7458,15.92
355,355,6677,7.88
356,356,3527,19.49
357,357,8054,8.02
358,358,7426,11.18
359,359,6100,4.32
360,360,2718,12.3
361,361,5665,2.24
362,362,2846,5.37
363,363,3377,18.63
364,364,6967,18.37
365,365,6243,16.16
366,366,2751,5.07
367,367,1564,8.57
368,368,2547,13.75
369,369,2944,3.18
370,370,8419,13.77
371,371,7694,2.15
372,372,9221,4.19
373,373,7497,8.86
374,374,6729,2.53
375,375,10362,4.15
376,376,3644,7.81
377,377,6971,1.58
378,378,2213,4.52
379,379,7452,10.63
380,380,10520,1.48
381,381,8349,9.35
382,382,1381,10.01
383,383,8570,12.63
384,384,4657,11.07
385,385,807,7.33
386,386,5786,2.35
387,387,2786,15.46
388,388,3052,19.1
389,389,8158,12.39
390,390,1499,1.05
391,391,8511,7.49
392,392,1597,15.19
393,393,8924,3.04
394,394,4117,4.94
395,395,1483,3.83
396,396,6193,10.46
397,397,5768,10.56
398,398,7420,8.62
399,399,3100,12.65
400,400,3247,6.49
401,401,9344,2.43
402,402,7022,11.13
403,403,2518,2.21
404,404,9217,14.65
405,405,1805,5.03
406,406,10187,7.32
407,407,4592,0.54
408,408,8128,11.38
409,409,10764,11.91
410,410,10312,6.92
411,411,6743,13.05
412,412,4807,5.46
413,413,245,1.49
414,414,8701,12.75
415,415,8478,6.26
416,416,7226,17.15
417,417,4891,1.41
418,418,1633,9.7
419,419,1500,19.1
420,420,6841,4.11
421,421,6516,12.37
422,422,9207,7.63
423,423,911,14.54
424,424,10361,18.63
425,425,523,13.27
426,426,5917,0.79
427,427,5252,11.12
428,428,2181,11.3
429,429,4900,1.41
430,430,7786,6.31
431,431,7452,14.28
432,432,3729,13.03
433,433,5012,12.29
434,434,8729,12.52
435,435,3114,14.71
436,436,11107,6.23
437,437,2159,18.26
438,438,6642,8.86
439,439,477,13.67
440,440,5676,14.9
441,441,11015,17.65
442,442,6809,9.81
443,443,9457,17.87
444,444,2716,7.48
445,445,4183,17.18
446,446,169,2.58
447,447,10744,7.05
448,448,10364,8.01
449,449,8191,14.0
450,450,10844,9.82
451,451,8859,16.81
452,452,5653,7.98
453,453,1398,11.25
454,454,359,19.4
455,455,3398,19.98
456,456,9724,0.13
457,457,2618,0.57
458,458,5790,18.73
459,459,7628,18.97
460,460,4503,15.62
461,461,10390,15.21
462,462,6702,15.39
463,463,5142,0.07
464,464,4123,16.61
465,465,4892,19.66
466,466,952,1.09
467,467,3040,12.87
468,468,5860,4.07
469,469,6926,4.72
470,470,5603,12.86
471,471,5678,0.84
472,472,2740,18.48
473,473,9251,17.62
474,474,10447,3.75
475,475,8575,0.17
476,476,10325,19.86
477,477,1605,9.12
478,478,6372,0.63
479,479,2661,17.29
480,480,6469,2.47
481,481,1532,1.57
482,482,5229,8.36
483,483,3424,11.02
484,484,3869,8.48
485,485,4403,11.5
486,486,4523,10.96
487,487,9697,2.52
488,488,3585,2.16
489,489,6893,0.46
490,490,6615,13.7
491,491,955,13.42
492,492,7247,7.78
493,493,917,11.53
494,494,3410,4.05
495,495,9154,6.1
496,496,2789,16.77
497,497,6852,6.77
498,498,2677,14.69
499,499,5766,3.54
500,500,4630,10.19
501,501,2915,2.92
502,502,10301,18.28
503,503,2442,6.42
504,504,5309,19.04
505,505,654,8.81
506,506,8969,1.96
507,507,2431,3.98
508,508,9462,1.54
509,509,2833,0.13
510,510,8130,7.41
511,511,3572,1.11
512,512,1986,17.84
513,513,9342,12.18
514,514,1820,15.94
515,515,6505,7.01
516,516,9145,6.18
517,517,7221,13.18
518,518,279,10.68
519,519,1346,8.17
520,520,3038,15.17
521,521,10,19.9
522,522,2759,10.0
523,523,2963,16.37
524,524,9216,18.62
525,525,5153,18.35
526,526,11051,14.91
527,527,7410,9.77
528,528,7751,11.71
529,529,10036,8.25
530,530,7471,6.0
531,531,2959,9.13
532,532,858,8.03
533,533,578,1.13
534,534,10140,11.33
535,535,5742,11.51
536,536,10740,10.15
537,537,5461,16.42
538,538,264,7.61
539,539,6372,11.03
540,540,9872,7.06
541,541,6225,7.07
542,542,411,2.39
543,543,1188,12.61
544,544,4407,10.79
545,545,4215,12.48
546,546,4250,14.2
547,547,1431,11.48
548,548,10749,2.36
549,549,3368,5.97
550,550,2586,1.74
551,551,8293,3.69
552,552,3777,16.19
553,553,10758,10.34
554,554,4673,12.79
555,555,10614,2.54
556,556,16,1.39
557,557,5868,13.31
558,558,8138,2.36
559,559,12,9.58
560,560,10143,14.37
561,561,3175,13.2
562,562,4074,17.11
563,563,9032,18.31
564,564,333,9.47
565,565,988,11.88
566,566,114,13.86
567,567,3582,9.24
568,568,9797,6.72
569,569,10548,17.69
570,570,1169,12.3
571,571,1195,13.62
572,572,1786,11.02
573,573,3073,14.17
574,574,2159,11.18
575,575,10566,11.7
576,576,4191,3.62
577,577,6913,10.6
578,578,8818,7.83
579,579,6564,9.56
580,580,9131,1.2
581,581,6673,5.4
582,582,3244,13.11
583,583,2883,2.23
584,584,5113,13.23
585,585,4996,4.39
586,586,5166,3.11
587,587,2566,7.17
588,588,981,19.27
589,589,2948,15.34
590,590,761,4.04
591,591,7723,5.54
592,592,9781,0.95
593,593,9059,1.47
594,594,9136,4.53
595,595,3992,16.34
596,596,5518,7.32
597,597,63,12.43
598,598,5175,17.36
599,599,837,2.73
600,600,5073,3.6
601,601,8871,8.11
602,602,4922,13.82
603,603,212,19.44
604,604,321,19.52
605,605,4630,16.6
606,606,11065,6.97
607,607,226,12.32
608,608,1874,10.33
609,609,5486,14.95
610,610,2120,5.72
611,611,4878,9.45
612,612,2444,1.36
613,613,2466,2.13
614,614,3732,15.0
615,615,7763,7.02
616,616,2587,0.33
617,617,2645,17.81
618,618,300,2.66
619,619,4721,0.09
620,620,5657,1.12
621,621,6303,11.63
622,622,3642,10.14
623,623,2052,15.02
624,624,7382,6.45
625,625,6608,15.0
626,626,8331,18.05
627,627,6396,8.14
628,628,1279,10.53
629,629,10444,14.92
630,630,2016,3.65
631,631,7348,10.78
632,632,7238,11.83
633,633,9497,0.98
634,634,1834,16.92
635,635,8310,5.33
636,636,8765,19.92
637,637,666,12.9
638,638,5029,17.38
639,639,7515,19.29
640,640,1112,6.39
641,641,1463,4.12
642,642,1556,5.79
643,643,5286,8.23
644,644,4281,12.56
645,645,5829,2.33
646,646,4972,14.48
647,647,5210,0.1
648,648,11011,10.83
649,649,3249,9.04
650,650,1627,5.36
651,651,5158,12.79
652,652,1741,17.93
653,653,7624,2.37
654,654,1050,16.43
655,655,1015,4.4
656,656,7140,0.09
657,657,10068,11.4
658,658,5201,1.38
659,659,2141,14.61
660,660,1950,14.52
661,661,10236,17.4
662,662,1356,1.85
663,663,8126,16.12
664,664,88,19.54
665,665,9430,2.24
666,666,5987,16.89
667,667,2974,17.76
668,668,11102,13.32
669,669,10435,18.44
670,670,2925,13.75
671,671,7134,4.27
672,672,1944,4.54
673,673,10048,1.62
674,674,4433,16.84
675,675,27,17.92
676,676,3149,19.33
677,677,9777,7.78
678,678,2760,5.07
679,679,6194,18.11
680,680,2224,15.87
681,681,5838,3.47
682,682,5388,2.82
683,683,3766,11.71
684,684,2007,7.86
685,685,2034,2.43
686,686,3773,13.37
687,687,8855,7.41
688,688,2232,13.46
689,689,2900,16.5
690,690,8577,15.8
691,691,4012,14.36
692,692,2698,14.18
693,693,5913,6.98
694,694,1149,18.42
695,695,934,17.14
696,696,3591,16.13
697,697,10830,6.29
698,698,6817,2.77
699,699,4101,14.83
700,700,1947,11.78
701,701,4130,10.73
702,702,9989,9.85
703,703,1342,17.67
704,704,4641,4.55
705,705,7397,7.87
706,706,1154,5.02
707,707,9839,3.52
708,708,7230,4.26
709,709,784,5.25
710,710,3269,1.68
711,711,602,4.4
712,712,7572,11.07
713,713,4470,8.08
714,714,10285,10.18
715,715,6649,12.15
716,716,4711,2.47
717,717,8042,17.1
718,718,5874,13.29
719,719,8876,3.69
720,720,2073,19.27
721,721,4281,7.14
722,722,6576,15.64
723,723,4644,14.21
724,724,3345,16.91
725,725,3313,17.25
726,726,8340,11.44
727,727,4799,16.36
728,728,3947,18.46
729,729,12,13.45
730,730,8660,12.97
731,731,4013,8.05
732,732,6801,12.26
733,733,7974,3.69
734,734,900,7.02
735,735,10011,17.59
736,736,1109,6.22
737,737,10097,12.55
738,738,2090,6.13
739,739,1179,10.34
740,740,5078,15.62
741,741,1990,18.34
742,742,9892,13.85
743,743,7740,4.43
744,744,5269,7.98
745,745,9183,6.43
746,746,7862,0.13
747,747,1580,18.2
748,748,7169,9.24
749,749,4930,1.0
750,750,3253,6.44
751,751,9717,15.29
752,752,1345,9.12
753,753,6845,19.43
754,754,464,11.19
755,755,4674,2.98
756,756,5048,18.85
757,757,2156,2.19
758,758,5201,11.86
759,759,5435,8.92
760,760,7397,5.39
761,761,1008,15.76
762,762,3932,12.39
763,763,5258,15.09
764,764,3662,19.0
765,765,5199,11.72
766,766,7350,9.91
767,767,4723,19.06
768,768,5689,6.18
769,769,2075,9.14
770,770,229,11.69
771,771,4305,3.71
772,772,8671,19.2
773,773,559,1.19
774,774,9765,3.01
775,775,3730,16.23
776,776,9156,6.57
777,777,2955,8.24
778,778,9634,6.29
779,779,9169,17.47
780,780,6517,12.06
781,781,1575,8.88
782,782,4427,2.32
783,783,2445,8.44
784,784,7848,18.61
785,785,2543,7.04
786,786,7645,18.66
787,787,8157,16.37
788,788,7849,9.55
789,789,6693,7.07
790,790,3589,1.0
791,791,5260,4.54
792,792,8732,9.43
793,793,9413,6.19
794,794,9862,0.06
795,795,9645,8.28
796,796,6731,14.04
797,797,10109,1.43
798,798,1351,5.93
799,799,6250,11.88
800,800,3223,0.01
801,801,6872,8.52
802,802,6365,7.66
803,803,8849,8.39
804,804,6910,10.57
805,805,11009,13.19
806,806,9458,5.8
807,807,2628,2.26
808,808,7542,14.15
809,809,11012,1.84
810,810,6478,15.44
811,811,7627,8.28
812,812,5631,10.0
813,813,3128,5.2
814,814,8056,6.74
815,815,2076,17.8
816,816,5315,19.98
817,817,4222,0.64
818,818,3615,15.32
819,819,7489,14.67
820,820,3974,3.94
821,821,8614,0.87
822,822,1325,5.86
823,823,6242,15.77
824,824,2988,10.46
825,825,6529,6.77
826,826,9658,8.15
827,827,3586,13.62
828,828,6494,18.66
829,829,4408,12.83
830,830,11061,15.75
831,831,6708,8.01
832,832,7793,11.14
833,833,3471,8.3
834,834,8514,19.43
835,835,486,13.97
836,836,1137,18.32
837,837,8688,18.91
838,838,1786,18.61
839,839,298,9.24
840,840,4481,16.48
841,841,2941,15.72
842,842,4563,18.85
843,843,9329,0.72
844,844,4883,6.14
845,845,2442,1.5
846,846,6427,17.01
847,847,1445,3.99
848,848,4925,11.88
849,849,4774,9.35
850,850,3497,16.92
851,851,5698,2.06
852,852,10754,0.46
853,853,7052,10.67
854,854,5370,16.09
855,855,6703,16.33
856,856,3893,19.98
857,857,11011,8.15
858,858,2390,6.51
859,859,9986,2.84
860,860,2667,6.44
861,861,332,7.4
862,862,8441,5.2
863,863,2367,13.95
864,864,2644,14.69
865,865,990,14.62
866,866,1006,5.31
867,867,10902,18.4
868,868,7186,16.88
869,869,3292,0.43
870,870,5955,14.04
871,871,2143,4.76
872,872,6702,19.3
873,873,3525,14.3
874,874,2608,0.01
875,875,10559,6.41
876,876,11080,3.81
877,877,650,9.05
878,878,1823,15.99
879,879,10943,1.08
880,880,8681,16.19
881,881,4805,0.91
882,882,9800,12.79
883,883,2818,5.02
884,884,7000,16.27
885,885,5494,7.54
886,886,2721,0.35
887,887,3197,15.37
888,888,882,0.77
889,889,1237,10.67
890,890,1426,16.91
891,891,4077,15.74
892,892,2473,3.33
893,893,6870,7.91
894,894,1424,2.34
895,895,3076,2.54
896,896,8933,1.56
897,897,4662,17.18
898,898,6328,19.03
899,899,6768,13.21
900,900,7205,2.08
901,901,3194,7.19
902,902,10264,2.28
903,903,1321,6.64
904,904,8583,12.2
905,905,9772,15.01
906,906,10734,15.54
907,907,1553,13.38
908,908,10976,17.88
909,909,10557,9.93
910,910,10664,8.1
911,911,3052,17.06
912,912,6544,1.77
913,913,10264,11.54
914,914,5282,9.08
915,915,8494,8.1
916,916,7085,7.7
917,917,3785,7.13
918,918,10597,0.61
919,919,1013,15.54
920,920,7773,18.48
921,921,3938,10.63
922,922,9815,19.51
923,923,1442,10.06
924,924,8705,8.94
925,925,7569,14.91
926,926,7964,9.23
927,927,6623,0.24
928,928,1976,0.05
929,929,8417,11.59
930,930,4321,7.75
931,931,3554,2.72
932,932,5835,17.13
933,933,9660,7.77
934,934,4975,18.11
935,935,3189,6.02
936,936,4115,17.16
937,937,9836,13.63
938,938,309,6.99
939,939,3348,1.69
940,940,10610,10.8
941,941,9700,16.66
942,942,9345,19.0
943,943,3962,17.15
944,944,4483,17.61
945,945,4698,9.87
946,946,6616,4.53
947,947,7613,12.7
948,948,4386,5.52
949,949,7778,19.57
950,950,992,8.83
951,951,5393,12.12
952,952,9515,0.1
953,953,10315,8.97
954,954,6458,7.96
955,955,7157,5.27
956,956,8311,2.86
957,957,1131,10.19
958,958,7177,17.84
959,959,6006,14.35
960,960,276,9.24
961,961,725,18.81
962,962,7499,10.07
963,963,8860,0.98
964,964,8749,11.7
965,965,6043,13.13
966,966,5055,15.83
967,967,1615,10.78
968,968,1182,2.02
969,969,8619,16.98
970,970,799,15.72
971,971,5684,12.82
972,972,10742,8.03
973,973,7783,7.37
974,974,10597,18.0
975,975,10912,4.16
976,976,9535,1.34
977,977,10909,4.96
978,978,8582,1.12
979,979,7591,16.1
980,980,6235,5.18
981,981,8119,15.76
982,982,7129,7.53
983,983,7816,18.66
984,984,8011,6.08
985,985,8930,6.76
986,986,976,8.76
987,987,3967,3.34
988,988,599,12.37
989,989,7513,15.89
990,990,8889,10.11
991,991,1030,17.56
992,992,9939,4.96
993,993,4720,7.72
994,994,8614,18.46
995,995,10747,1.59
996,996,3414,18.46
997,997,9019,12.45
998,998,6786,4.62
999,999,3176,7.87
1000,1000,10116,19.39
1001,1001,4360,7.65
1002,1002,3681,5.93
1003,1003,3316,13.94
1004,1004,1658,0.49
1005,1005,5495,0.01
1006,1006,1322,6.87
1007,1007,7083,13.09
1008,1008,6022,13.4
1009,1009,10385,10.56
1010,1010,5393,14.33
1011,1011,1777,2.64
1012,1012,5841,17.31
1013,1013,10950,15.06
1014,1014,5164,3.06
1015,1015,455,5.62
1016,1016,10073,9.79
1017,1017,2444,0.82
1018,1018,9582,5.91
1019,1019,9245,13.05
1020,1020,1867,6.17
1021,1021,10892,8.74
1022,1022,3489,5.64
1023,1023,1366,12.48
1024,1024,2086,8.76
1025,1025,10318,9.86
1026,1026,8511,2.36
1027,1027,9187,11.59
1028,1028,6402,15.29
1029,1029,3818,10.45
1030,1030,4429,1.61
1031,1031,5743,17.16
1032,1032,5901,9.39
1033,1033,3717,1.0
1034,1034,775,15.2
1035,1035,7302,9.51
1036,1036,5124,5.77
1037,1037,1853,17.2
1038,1038,2969,19.5
1039,1039,7684,1.35
1040,1040,3066,13.34
1041,1041,9456,15.19
1042,1042,687,18.01
